Gaps of 0s and 1s (Length, Start Position, Gap Type):
Gap Type: 1, Length: 1, Start Position: X1936
Gap Type: 1, Length: 1, Start Position: X1938
Gap Type: 1, Length: 3, Start Position: X1945
Gap Type: 1, Length: 1, Start Position: X1950
Gap Type: 1, Length: 1, Start Position: X1954
Gap Type: 1, Length: 3, Start Position: X1959
Gap Type: 1, Length: 3, Start Position: X1963
Gap Type: 1, Length: 2, Start Position: X1969
Gap Type: 1, Length: 1, Start Position: X1973
Gap Type: 1, Length: 1, Start Position: X1975
Gap Type: 1, Length: 1, Start Position: X1978
Gap Type: 1, Length: 1, Start Position: X1980
Gap Type: 1, Length: 3, Start Position: X1983
Gap Type: 1, Length: 5, Start Position: X1987
Gap Type: 1, Length: 4, Start Position: X1993
Gap Type: 1, Length: 1, Start Position: X1998
Gap Type: 1, Length: 4, Start Position: X2001
Gap Type: 1, Length: 3, Start Position: X2008
Gap Type: 1, Length: 3, Start Position: X2013
Gap Type: 1, Length: 4, Start Position: X2017
Gap Type: 1, Length: 1, Start Position: X2022
Gap Type: 1, Length: 2, Start Position: X2027
Gap Type: 1, Length: 1, Start Position: X2030
Gap Type: 1, Length: 3, Start Position: X2032
Gap Type: 1, Length: 1, Start Position: X2036
Gap Type: 1, Length: 2, Start Position: X2040
Gap Type: 1, Length: 3, Start Position: X2043
Gap Type: 1, Length: 5, Start Position: X2047
Gap Type: 1, Length: 1, Start Position: X2054
Gap Type: 1, Length: 2, Start Position: X2056
Gap Type: 1, Length: 2, Start Position: X2061
Gap Type: 1, Length: 1, Start Position: X2070
Gap Type: 1, Length: 1, Start Position: X2072
Gap Type: 1, Length: 3, Start Position: X2075
Gap Type: 1, Length: 2, Start Position: X2080
Gap Type: 1, Length: 5, Start Position: X2083
Gap Type: 1, Length: 2, Start Position: X2090
Gap Type: 1, Length: 2, Start Position: X2093
Gap Type: 1, Length: 2, Start Position: X2096
Gap Type: 1, Length: 1, Start Position: X2101
Gap Type: 1, Length: 2, Start Position: X2103
Gap Type: 1, Length: 1, Start Position: X2106
Gap Type: 1, Length: 1, Start Position: X2108
Gap Type: 1, Length: 1, Start Position: X2115
Gap Type: 1, Length: 1, Start Position: X2117
Gap Type: 1, Length: 3, Start Position: X2119
Gap Type: 1, Length: 2, Start Position: X2123
Gap Type: 1, Length: 3, Start Position: X2129
Gap Type: 1, Length: 4, Start Position: X2134
Gap Type: 1, Length: 5, Start Position: X2139
Gap Type: 1, Length: 1, Start Position: X2145
Gap Type: 1, Length: 1, Start Position: X2148
Gap Type: 1, Length: 1, Start Position: X2153
Gap Type: 1, Length: 1, Start Position: X2157
Gap Type: 1, Length: 2, Start Position: X2159
Gap Type: 1, Length: 1, Start Position: X2162
Gap Type: 1, Length: 1, Start Position: X2166
Gap Type: 1, Length: 1, Start Position: X2170
Gap Type: 1, Length: 1, Start Position: X2172
Gap Type: 1, Length: 3, Start Position: X2176
Gap Type: 1, Length: 1, Start Position: X2182
Gap Type: 1, Length: 2, Start Position: X2186
Gap Type: 1, Length: 1, Start Position: X2190
Gap Type: 1, Length: 1, Start Position: X2192
Gap Type: 1, Length: 1, Start Position: X2194
Gap Type: 1, Length: 1, Start Position: X2197
Gap Type: 1, Length: 1, Start Position: X2200
Gap Type: 1, Length: 1, Start Position: X2203
Gap Type: 1, Length: 1, Start Position: X2205
Gap Type: 1, Length: 1, Start Position: X2207
Gap Type: 1, Length: 2, Start Position: X2210
Gap Type: 1, Length: 2, Start Position: X2214
Gap Type: 1, Length: 1, Start Position: X2217
Gap Type: 1, Length: 2, Start Position: X2219
Gap Type: 1, Length: 1, Start Position: X2222
Gap Type: 1, Length: 1, Start Position: X2225
Gap Type: 1, Length: 2, Start Position: X2228
Gap Type: 1, Length: 2, Start Position: X2231
Gap Type: 1, Length: 2, Start Position: X2234
Gap Type: 1, Length: 2, Start Position: X2238
Gap Type: 1, Length: 1, Start Position: X2247
Gap Type: 1, Length: 2, Start Position: X2249
Gap Type: 1, Length: 2, Start Position: X2253
Gap Type: 1, Length: 2, Start Position: X2256
Gap Type: 1, Length: 1, Start Position: X2263
Gap Type: 1, Length: 1, Start Position: X2265
Gap Type: 1, Length: 7, Start Position: X2267
Gap Type: 1, Length: 2, Start Position: X2275
Gap Type: 1, Length: 2, Start Position: X2278
Gap Type: 1, Length: 1, Start Position: X2282
Gap Type: 1, Length: 1, Start Position: X2285
Gap Type: 1, Length: 1, Start Position: X2288
Gap Type: 1, Length: 4, Start Position: X2291
Gap Type: 1, Length: 1, Start Position: X2296
Gap Type: 1, Length: 1, Start Position: X2298
Gap Type: 1, Length: 1, Start Position: X2300
Gap Type: 1, Length: 1, Start Position: X2306
Gap Type: 1, Length: 1, Start Position: X2308
Gap Type: 1, Length: 1, Start Position: X2310
Gap Type: 1, Length: 7, Start Position: X2314
Gap Type: 1, Length: 1, Start Position: X2322
Gap Type: 1, Length: 1, Start Position: X2324
Gap Type: 1, Length: 3, Start Position: X2327
Gap Type: 1, Length: 1, Start Position: X2331
Gap Type: 1, Length: 1, Start Position: X2333
Gap Type: 1, Length: 1, Start Position: X2335
Gap Type: 1, Length: 1, Start Position: X2337
Gap Type: 1, Length: 3, Start Position: X2345
Gap Type: 1, Length: 2, Start Position: X2349
Gap Type: 1, Length: 1, Start Position: X2354
Gap Type: 1, Length: 4, Start Position: X2357
Gap Type: 1, Length: 1, Start Position: X2362
Gap Type: 1, Length: 2, Start Position: X2364
Gap Type: 1, Length: 1, Start Position: X2367
Gap Type: 1, Length: 3, Start Position: X2369
Gap Type: 1, Length: 2, Start Position: X2373
Gap Type: 1, Length: 1, Start Position: X2377
Gap Type: 1, Length: 1, Start Position: X2379
Gap Type: 1, Length: 3, Start Position: X2381
Gap Type: 1, Length: 1, Start Position: X2390
Gap Type: 1, Length: 4, Start Position: X2392
Gap Type: 1, Length: 1, Start Position: X2397
Gap Type: 1, Length: 4, Start Position: X2401
Gap Type: 1, Length: 5, Start Position: X2406
Gap Type: 1, Length: 1, Start Position: X2412
Gap Type: 1, Length: 3, Start Position: X2417
Gap Type: 1, Length: 2, Start Position: X2422
Gap Type: 1, Length: 2, Start Position: X2425
Gap Type: 1, Length: 1, Start Position: X2428
Gap Type: 1, Length: 3, Start Position: X2432
Gap Type: 1, Length: 1, Start Position: X2436
Gap Type: 1, Length: 3, Start Position: X2438
Gap Type: 1, Length: 2, Start Position: X2443
Gap Type: 1, Length: 2, Start Position: X2446
Gap Type: 1, Length: 1, Start Position: X2449
Gap Type: 1, Length: 1, Start Position: X2453
Gap Type: 1, Length: 5, Start Position: X2455
Gap Type: 1, Length: 2, Start Position: X2464
Gap Type: 1, Length: 4, Start Position: X2467
Gap Type: 1, Length: 1, Start Position: X2472
Gap Type: 1, Length: 1, Start Position: X2474
Gap Type: 1, Length: 1, Start Position: X2476
Gap Type: 1, Length: 2, Start Position: X2479
Gap Type: 1, Length: 1, Start Position: X2482
Gap Type: 1, Length: 5, Start Position: X2484
Gap Type: 1, Length: 2, Start Position: X2494
Gap Type: 1, Length: 4, Start Position: X2498
Gap Type: 1, Length: 1, Start Position: X2503
Gap Type: 1, Length: 1, Start Position: X2505
Gap Type: 1, Length: 1, Start Position: X2507
Gap Type: 1, Length: 1, Start Position: X2513
Gap Type: 1, Length: 1, Start Position: X2515
Gap Type: 1, Length: 2, Start Position: X2517
Gap Type: 1, Length: 1, Start Position: X2520
Gap Type: 1, Length: 2, Start Position: X2522
Gap Type: 1, Length: 2, Start Position: X2525
Gap Type: 1, Length: 2, Start Position: X2528
Gap Type: 1, Length: 8, Start Position: X2531
Gap Type: 1, Length: 6, Start Position: X2540
Gap Type: 1, Length: 1, Start Position: X2547
Gap Type: 1, Length: 4, Start Position: X2549
Gap Type: 1, Length: 7, Start Position: X2557
Gap Type: 1, Length: 3, Start Position: X2565
Gap Type: 1, Length: 1, Start Position: X2570
Gap Type: 1, Length: 9, Start Position: X2572
Gap Type: 1, Length: 3, Start Position: X2584
Gap Type: 1, Length: 2, Start Position: X2591
Gap Type: 1, Length: 1, Start Position: X2597
Gap Type: 1, Length: 1, Start Position: X2603
Gap Type: 1, Length: 1, Start Position: X2605
Gap Type: 1, Length: 1, Start Position: X2608
Gap Type: 1, Length: 1, Start Position: X2612
Gap Type: 1, Length: 2, Start Position: X2615
Gap Type: 1, Length: 1, Start Position: X2618
Gap Type: 1, Length: 1, Start Position: X2620
Gap Type: 1, Length: 4, Start Position: X2622
Gap Type: 1, Length: 1, Start Position: X2627
Gap Type: 1, Length: 4, Start Position: X2629
Gap Type: 1, Length: 1, Start Position: X2636
Gap Type: 1, Length: 3, Start Position: X2639
Gap Type: 1, Length: 5, Start Position: X2647
Gap Type: 1, Length: 5, Start Position: X2654
Gap Type: 1, Length: 2, Start Position: X2660
Gap Type: 1, Length: 2, Start Position: X2666
Gap Type: 1, Length: 1, Start Position: X2676
Gap Type: 1, Length: 1, Start Position: X2686
Gap Type: 1, Length: 2, Start Position: X2688
Gap Type: 1, Length: 1, Start Position: X2693
Gap Type: 1, Length: 2, Start Position: X2695
Gap Type: 1, Length: 2, Start Position: X2698
Gap Type: 1, Length: 3, Start Position: X2701
Gap Type: 1, Length: 1, Start Position: X2706
Gap Type: 1, Length: 1, Start Position: X2708
Gap Type: 1, Length: 1, Start Position: X2710
Gap Type: 1, Length: 1, Start Position: X2713
Gap Type: 1, Length: 5, Start Position: X2716
Gap Type: 1, Length: 3, Start Position: X2722
Gap Type: 1, Length: 3, Start Position: X2728
Gap Type: 1, Length: 2, Start Position: X2733
Gap Type: 1, Length: 1, Start Position: X2736
Gap Type: 1, Length: 2, Start Position: X2738
Gap Type: 1, Length: 2, Start Position: X2741
Gap Type: 1, Length: 1, Start Position: X2746
Gap Type: 1, Length: 1, Start Position: X2748
Gap Type: 1, Length: 1, Start Position: X2750
Gap Type: 1, Length: 2, Start Position: X2752
Gap Type: 1, Length: 5, Start Position: X2755
Gap Type: 1, Length: 1, Start Position: X2761
Gap Type: 1, Length: 1, Start Position: X2765
Gap Type: 1, Length: 3, Start Position: X2772
Gap Type: 1, Length: 1, Start Position: X2776
Gap Type: 1, Length: 3, Start Position: X2778
Gap Type: 1, Length: 1, Start Position: X2784
Gap Type: 1, Length: 1, Start Position: X2786
Gap Type: 1, Length: 1, Start Position: X2789
Gap Type: 1, Length: 2, Start Position: X2791
Gap Type: 1, Length: 1, Start Position: X2795
Gap Type: 1, Length: 1, Start Position: X2798
Gap Type: 1, Length: 1, Start Position: X2800
Gap Type: 1, Length: 2, Start Position: X2803
Gap Type: 1, Length: 4, Start Position: X2806
Gap Type: 1, Length: 1, Start Position: X2811
Gap Type: 1, Length: 2, Start Position: X2814
Gap Type: 1, Length: 1, Start Position: X2817
Gap Type: 1, Length: 2, Start Position: X2819
Gap Type: 1, Length: 1, Start Position: X2822
Gap Type: 1, Length: 4, Start Position: X2825
Gap Type: 1, Length: 1, Start Position: X2830
Gap Type: 1, Length: 1, Start Position: X2833
Gap Type: 1, Length: 1, Start Position: X2835
Gap Type: 1, Length: 2, Start Position: X2837
Gap Type: 1, Length: 2, Start Position: X2842
Gap Type: 1, Length: 1, Start Position: X2845
Gap Type: 1, Length: 1, Start Position: X2849
Gap Type: 1, Length: 1, Start Position: X2851
Gap Type: 1, Length: 3, Start Position: X2853
Gap Type: 1, Length: 2, Start Position: X2858
Gap Type: 1, Length: 1, Start Position: X2864
Gap Type: 1, Length: 1, Start Position: X2866
Gap Type: 1, Length: 2, Start Position: X2869
Gap Type: 1, Length: 3, Start Position: X2873
Gap Type: 1, Length: 1, Start Position: X2877
Gap Type: 1, Length: 2, Start Position: X2879
Gap Type: 1, Length: 3, Start Position: X2882
Gap Type: 1, Length: 1, Start Position: X2888
Gap Type: 1, Length: 1, Start Position: X2893
Gap Type: 1, Length: 2, Start Position: X2896
Gap Type: 1, Length: 1, Start Position: X2899
Gap Type: 1, Length: 1, Start Position: X2902
Gap Type: 1, Length: 1, Start Position: X2908
Gap Type: 1, Length: 1, Start Position: X2911
Gap Type: 1, Length: 1, Start Position: X2913
Gap Type: 1, Length: 1, Start Position: X2915
Gap Type: 1, Length: 2, Start Position: X2917
Gap Type: 1, Length: 1, Start Position: X2925
Gap Type: 1, Length: 1, Start Position: X2927
Gap Type: 1, Length: 1, Start Position: X2929
Gap Type: 1, Length: 1, Start Position: X2931
Gap Type: 1, Length: 1, Start Position: X2933
Gap Type: 1, Length: 1, Start Position: X2936
Gap Type: 1, Length: 1, Start Position: X2943
Gap Type: 1, Length: 2, Start Position: X2945
Gap Type: 1, Length: 1, Start Position: X2949
Gap Type: 1, Length: 1, Start Position: X2951
Gap Type: 1, Length: 1, Start Position: X2955
Gap Type: 1, Length: 1, Start Position: X2957
Gap Type: 1, Length: 1, Start Position: X2959
Gap Type: 1, Length: 1, Start Position: X2961
Gap Type: 1, Length: 1, Start Position: X2963
Gap Type: 1, Length: 3, Start Position: X2966
Gap Type: 1, Length: 1, Start Position: X2971
Gap Type: 1, Length: 5, Start Position: X2974
Gap Type: 1, Length: 2, Start Position: X2983
Gap Type: 1, Length: 1, Start Position: X2986
Gap Type: 1, Length: 2, Start Position: X2988
Gap Type: 1, Length: 1, Start Position: X2993
Gap Type: 1, Length: 1, Start Position: X2995
Gap Type: 1, Length: 3, Start Position: X2997
Gap Type: 1, Length: 2, Start Position: X3001
Gap Type: 1, Length: 2, Start Position: X3004
Gap Type: 1, Length: 1, Start Position: X3010
Gap Type: 1, Length: 2, Start Position: X3012
Gap Type: 1, Length: 1, Start Position: X3016
Gap Type: 1, Length: 2, Start Position: X3018
Gap Type: 1, Length: 1, Start Position: X3021
Gap Type: 1, Length: 4, Start Position: X3024
Gap Type: 1, Length: 1, Start Position: X3030
Gap Type: 1, Length: 1, Start Position: X3032
Gap Type: 1, Length: 1, Start Position: X3034
Gap Type: 1, Length: 5, Start Position: X3036
Gap Type: 1, Length: 1, Start Position: X3044
Gap Type: 1, Length: 3, Start Position: X3051
Gap Type: 1, Length: 2, Start Position: X3055
Gap Type: 1, Length: 2, Start Position: X3058
Gap Type: 1, Length: 1, Start Position: X3061
Gap Type: 1, Length: 1, Start Position: X3064
Gap Type: 1, Length: 1, Start Position: X3067
Gap Type: 1, Length: 1, Start Position: X3069
Gap Type: 1, Length: 2, Start Position: X3071
Gap Type: 1, Length: 1, Start Position: X3074
Gap Type: 1, Length: 3, Start Position: X3076
Gap Type: 1, Length: 1, Start Position: X3082
Gap Type: 1, Length: 1, Start Position: X3084
Gap Type: 1, Length: 1, Start Position: X3089
Gap Type: 1, Length: 1, Start Position: X3091
Gap Type: 1, Length: 3, Start Position: X3095
Gap Type: 1, Length: 6, Start Position: X3099
Gap Type: 1, Length: 1, Start Position: X3107
Gap Type: 1, Length: 1, Start Position: X3110
Gap Type: 1, Length: 2, Start Position: X3112
Gap Type: 1, Length: 1, Start Position: X3117
Gap Type: 1, Length: 3, Start Position: X3119
Gap Type: 1, Length: 3, Start Position: X3123
Gap Type: 1, Length: 2, Start Position: X3127
Gap Type: 1, Length: 1, Start Position: X3132
Gap Type: 1, Length: 1, Start Position: X3135
Gap Type: 1, Length: 1, Start Position: X3139
Gap Type: 1, Length: 1, Start Position: X3141
Gap Type: 1, Length: 1, Start Position: X3144
Gap Type: 1, Length: 2, Start Position: X3147
Gap Type: 1, Length: 2, Start Position: X3150
Gap Type: 1, Length: 4, Start Position: X3155
Gap Type: 1, Length: 1, Start Position: X3160
Gap Type: 1, Length: 1, Start Position: X3162
Gap Type: 1, Length: 1, Start Position: X3165
Gap Type: 1, Length: 2, Start Position: X3168
Gap Type: 1, Length: 1, Start Position: X3171
Gap Type: 1, Length: 1, Start Position: X3173
Gap Type: 1, Length: 1, Start Position: X3175
Gap Type: 1, Length: 1, Start Position: X3183
Gap Type: 1, Length: 4, Start Position: X3193
Gap Type: 1, Length: 1, Start Position: X3198
Gap Type: 1, Length: 2, Start Position: X3200
Gap Type: 1, Length: 6, Start Position: X3203
Gap Type: 1, Length: 1, Start Position: X3211
Gap Type: 1, Length: 1, Start Position: X3213
Gap Type: 1, Length: 1, Start Position: X3216
Gap Type: 1, Length: 1, Start Position: X3220
Gap Type: 1, Length: 3, Start Position: X3222
Gap Type: 1, Length: 1, Start Position: X3227
Gap Type: 1, Length: 1, Start Position: X3230
Gap Type: 1, Length: 3, Start Position: X3234
Gap Type: 1, Length: 1, Start Position: X3238
Gap Type: 1, Length: 2, Start Position: X3244
Gap Type: 1, Length: 1, Start Position: X3247
Gap Type: 1, Length: 1, Start Position: X3250
Gap Type: 1, Length: 1, Start Position: X3252
Gap Type: 1, Length: 3, Start Position: X3256
Gap Type: 1, Length: 1, Start Position: X3262
Gap Type: 1, Length: 1, Start Position: X3264
Gap Type: 1, Length: 1, Start Position: X3269
Gap Type: 1, Length: 1, Start Position: X3271
Gap Type: 1, Length: 2, Start Position: X3274
Gap Type: 1, Length: 4, Start Position: X3277
Gap Type: 1, Length: 2, Start Position: X3283
Gap Type: 1, Length: 1, Start Position: X3288
Gap Type: 1, Length: 1, Start Position: X3296
Gap Type: 1, Length: 6, Start Position: X3301
Gap Type: 1, Length: 2, Start Position: X3309
Gap Type: 1, Length: 2, Start Position: X3312
Gap Type: 1, Length: 1, Start Position: X3318
Gap Type: 1, Length: 1, Start Position: X3320
Gap Type: 1, Length: 1, Start Position: X3325
Gap Type: 1, Length: 1, Start Position: X3328
Gap Type: 1, Length: 1, Start Position: X3333
Gap Type: 1, Length: 1, Start Position: X3335
Gap Type: 1, Length: 2, Start Position: X3338
Gap Type: 1, Length: 1, Start Position: X3342
Gap Type: 1, Length: 2, Start Position: X3348
Gap Type: 1, Length: 3, Start Position: X3353
Gap Type: 1, Length: 3, Start Position: X3360
Gap Type: 1, Length: 2, Start Position: X3364
Gap Type: 1, Length: 2, Start Position: X3368
Gap Type: 1, Length: 3, Start Position: X3373
Gap Type: 1, Length: 2, Start Position: X3377
Gap Type: 1, Length: 1, Start Position: X3380
Gap Type: 1, Length: 2, Start Position: X3382
Gap Type: 1, Length: 1, Start Position: X3386
Gap Type: 1, Length: 1, Start Position: X3388
Gap Type: 1, Length: 4, Start Position: X3390
Gap Type: 1, Length: 1, Start Position: X3395
Gap Type: 1, Length: 1, Start Position: X3399
Gap Type: 1, Length: 2, Start Position: X3401
Gap Type: 1, Length: 4, Start Position: X3404
Gap Type: 1, Length: 2, Start Position: X3409
Gap Type: 1, Length: 1, Start Position: X3412
Gap Type: 1, Length: 4, Start Position: X3416
Gap Type: 1, Length: 5, Start Position: X3421
Gap Type: 1, Length: 1, Start Position: X3433
Gap Type: 1, Length: 2, Start Position: X3436
Gap Type: 1, Length: 2, Start Position: X3440
Gap Type: 1, Length: 2, Start Position: X3443
Gap Type: 1, Length: 1, Start Position: X3446
